Município;Cód. IBGE;UF;Região;Fabricante;Doses Aplicadas;Dose 1;Dose 2
Albertina;310140;MG;Sudeste;PFIZER/BIONTECH;126;126;0
Albertina;310140;MG;Sudeste;JANSSEN;45;0;0
Alcântara;210020;MA;Nordeste;FIOCRUZ/ASTRAZENECA;22631;13314;9317
Alcântara;210020;MA;Nordeste;BUTANTAN/SINOVAC;2600;1615;985
Alcântaras;230050;CE;Nordeste;BUTANTAN/SINOVAC;2268;1242;1026
Alcântaras;230050;CE;Nordeste;FIOCRUZ/ASTRAZENECA;2206;1949;257
Alcântaras;230050;CE;Nordeste;PFIZER/BIONTECH;192;192;0
Alcantil;250053;PB;Nordeste;BUTANTAN/SINOVAC;1521;807;714
Alcantil;250053;PB;Nordeste;FIOCRUZ/ASTRAZENECA;1049;947;102
Alcantil;250053;PB;Nordeste;PFIZER/BIONTECH;240;240;0
Alcantil;250053;PB;Nordeste;JANSSEN;88;0;0
Alcinópolis;500025;MS;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1505;1224;281
Alcinópolis;500025;MS;Centro-Oeste;BUTANTAN/SINOVAC;1115;604;511
Alcinópolis;500025;MS;Centro-Oeste;PFIZER/BIONTECH;337;337;0
Alcinópolis;500025;MS;Centro-Oeste;JANSSEN;175;0;0
Alcobaça;290080;BA;Nordeste;BUTANTAN/SINOVAC;3749;2588;1161
Alcobaça;290080;BA;Nordeste;FIOCRUZ/ASTRAZENECA;1213;1156;57
Aldeias Altas;210030;MA;Nordeste;FIOCRUZ/ASTRAZENECA;3776;3573;203
Aldeias Altas;210030;MA;Nordeste;BUTANTAN/SINOVAC;3515;1910;1605
Aldeias Altas;210030;MA;Nordeste;JANSSEN;14;0;0
Alecrim;430030;RS;Sul;BUTANTAN/SINOVAC;2525;1300;1225
Alecrim;430030;RS;Sul;FIOCRUZ/ASTRAZENECA;2097;1838;259
Alecrim;430030;RS;Sul;PFIZER/BIONTECH;570;570;0
Alecrim;430030;RS;Sul;JANSSEN;135;0;0
Alegre;320020;ES;Sudeste;BUTANTAN/SINOVAC;10147;5353;4794
Alegre;320020;ES;Sudeste;FIOCRUZ/ASTRAZENECA;8839;7845;994
Alegre;320020;ES;Sudeste;PFIZER/BIONTECH;2468;2465;3
Alegre;320020;ES;Sudeste;JANSSEN;911;0;0
Alegrete;430040;RS;Sul;FIOCRUZ/ASTRAZENECA;25050;20637;4413
Alegrete;430040;RS;Sul;BUTANTAN/SINOVAC;22012;11316;10696
Alegrete;430040;RS;Sul;PFIZER/BIONTECH;6870;6861;9
Alegrete;430040;RS;Sul;JANSSEN;1697;0;0
Alegrete Do Piauí;220027;PI;Nordeste;FIOCRUZ/ASTRAZENECA;1064;996;68
Alegrete Do Piauí;220027;PI;Nordeste;BUTANTAN/SINOVAC;953;515;438
Alegrete Do Piauí;220027;PI;Nordeste;PFIZER/BIONTECH;238;238;0
Alegrete Do Piauí;220027;PI;Nordeste;JANSSEN;70;0;0
Alegria;430045;RS;Sul;BUTANTAN/SINOVAC;1418;726;692
Alegria;430045;RS;Sul;FIOCRUZ/ASTRAZENECA;1396;1204;192
Alegria;430045;RS;Sul;PFIZER/BIONTECH;312;312;0
Alegria;430045;RS;Sul;JANSSEN;81;0;0
Além Paraíba;310150;MG;Sudeste;BUTANTAN/SINOVAC;8408;4375;4033
Além Paraíba;310150;MG;Sudeste;FIOCRUZ/ASTRAZENECA;7873;7001;872
Além Paraíba;310150;MG;Sudeste;PFIZER/BIONTECH;356;356;0
Alenquer;150040;PA;Norte;FIOCRUZ/ASTRAZENECA;16456;11087;5369
Alenquer;150040;PA;Norte;BUTANTAN/SINOVAC;2109;1101;1008
Alexandria;240050;RN;Nordeste;FIOCRUZ/ASTRAZENECA;6434;5700;734
Alexandria;240050;RN;Nordeste;BUTANTAN/SINOVAC;5249;2770;2479
Alexandria;240050;RN;Nordeste;PFIZER/BIONTECH;975;974;1
Alexandria;240050;RN;Nordeste;JANSSEN;293;0;0
Alexânia;520030;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;7961;7438;523
Alexânia;520030;GO;Centro-Oeste;BUTANTAN/SINOVAC;4870;2781;2089
Alexânia;520030;GO;Centro-Oeste;PFIZER/BIONTECH;1286;1282;4
Alexânia;520030;GO;Centro-Oeste;JANSSEN;474;0;0
Alfenas;310160;MG;Sudeste;BUTANTAN/SINOVAC;9715;7983;1732
Alfenas;310160;MG;Sudeste;FIOCRUZ/ASTRAZENECA;4874;4868;6
Alfenas;310160;MG;Sudeste;PFIZER/BIONTECH;225;225;0
Alfenas;310160;MG;Sudeste;JANSSEN;1;0;0
Alfredo Chaves;320030;ES;Sudeste;BUTANTAN/SINOVAC;4907;2518;2389
Alfredo Chaves;320030;ES;Sudeste;FIOCRUZ/ASTRAZENECA;3733;3410;323
Alfredo Chaves;320030;ES;Sudeste;PFIZER/BIONTECH;1052;1052;0
Alfredo Chaves;320030;ES;Sudeste;JANSSEN;504;0;0
Alfredo Marcondes;350080;SP;Sudeste;BUTANTAN/SINOVAC;1676;864;812
Alfredo Marcondes;350080;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1535;1394;141
Alfredo Marcondes;350080;SP;Sudeste;PFIZER/BIONTECH;235;235;0
Alfredo Marcondes;350080;SP;Sudeste;JANSSEN;147;0;0
Alfredo Vasconcelos;310163;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1934;1446;488
Alfredo Vasconcelos;310163;MG;Sudeste;BUTANTAN/SINOVAC;1162;686;476
Alfredo Vasconcelos;310163;MG;Sudeste;PFIZER/BIONTECH;249;249;0
Alfredo Vasconcelos;310163;MG;Sudeste;JANSSEN;100;0;0
Alfredo Wagner;420070;SC;Sul;FIOCRUZ/ASTRAZENECA;2628;2375;253
Alfredo Wagner;420070;SC;Sul;BUTANTAN/SINOVAC;2218;1190;1028
Alfredo Wagner;420070;SC;Sul;PFIZER/BIONTECH;451;451;0
Alfredo Wagner;420070;SC;Sul;JANSSEN;258;0;0
Algodão De Jandaíra;250057;PB;Nordeste;BUTANTAN/SINOVAC;640;343;297
Algodão De Jandaíra;250057;PB;Nordeste;FIOCRUZ/ASTRAZENECA;452;413;39
Algodão De Jandaíra;250057;PB;Nordeste;PFIZER/BIONTECH;131;131;0
Algodão De Jandaíra;250057;PB;Nordeste;JANSSEN;39;0;0
Alhandra;250060;PB;Nordeste;FIOCRUZ/ASTRAZENECA;2799;2650;149
Alhandra;250060;PB;Nordeste;BUTANTAN/SINOVAC;2492;1454;1038
Alhandra;250060;PB;Nordeste;PFIZER/BIONTECH;643;643;0
Alhandra;250060;PB;Nordeste;JANSSEN;274;0;0
Aliança;260070;PE;Nordeste;FIOCRUZ/ASTRAZENECA;8441;7825;616
Aliança;260070;PE;Nordeste;BUTANTAN/SINOVAC;6040;3112;2928
Aliança;260070;PE;Nordeste;PFIZER/BIONTECH;2332;2332;0
Aliança;260070;PE;Nordeste;JANSSEN;135;0;0
Aliança Do Tocantins;170035;TO;Norte;BUTANTAN/SINOVAC;1477;825;652
Aliança Do Tocantins;170035;TO;Norte;FIOCRUZ/ASTRAZENECA;1344;1304;40
Aliança Do Tocantins;170035;TO;Norte;JANSSEN;45;0;0
Almadina;290090;BA;Nordeste;BUTANTAN/SINOVAC;1595;834;761
Almadina;290090;BA;Nordeste;FIOCRUZ/ASTRAZENECA;1272;1084;188
Almadina;290090;BA;Nordeste;PFIZER/BIONTECH;157;157;0
Almadina;290090;BA;Nordeste;JANSSEN;35;0;0
Almas;170040;TO;Norte;FIOCRUZ/ASTRAZENECA;2087;1986;101
Almas;170040;TO;Norte;BUTANTAN/SINOVAC;1392;753;639
Almas;170040;TO;Norte;JANSSEN;69;0;0
Almeirim;150050;PA;Norte;FIOCRUZ/ASTRAZENECA;7232;5144;2088
Almeirim;150050;PA;Norte;BUTANTAN/SINOVAC;1694;935;759
Almenara;310170;MG;Sudeste;FIOCRUZ/ASTRAZENECA;9521;8692;829
Almenara;310170;MG;Sudeste;BUTANTAN/SINOVAC;8974;4722;4252
Almenara;310170;MG;Sudeste;PFIZER/BIONTECH;2250;2250;0
Almenara;310170;MG;Sudeste;JANSSEN;392;0;0
Almino Afonso;240060;RN;Nordeste;BUTANTAN/SINOVAC;1349;705;644
Almino Afonso;240060;RN;Nordeste;FIOCRUZ/ASTRAZENECA;1284;1094;190
Almino Afonso;240060;RN;Nordeste;PFIZER/BIONTECH;188;188;0
Almino Afonso;240060;RN;Nordeste;JANSSEN;68;0;0
Almirante Tamandaré;410040;PR;Sul;FIOCRUZ/ASTRAZENECA;18622;17878;744
Almirante Tamandaré;410040;PR;Sul;BUTANTAN/SINOVAC;14764;7700;7064
Almirante Tamandaré;410040;PR;Sul;PFIZER/BIONTECH;8285;8281;4
Almirante Tamandaré;410040;PR;Sul;JANSSEN;2666;0;0
Almirante Tamandaré Do Sul;430047;RS;Sul;FIOCRUZ/ASTRAZENECA;697;565;132
Almirante Tamandaré Do Sul;430047;RS;Sul;BUTANTAN/SINOVAC;663;339;324
Almirante Tamandaré Do Sul;430047;RS;Sul;PFIZER/BIONTECH;202;202;0
Almirante Tamandaré Do Sul;430047;RS;Sul;JANSSEN;49;0;0
Aloândia;520050;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;970;791;179
Aloândia;520050;GO;Centro-Oeste;BUTANTAN/SINOVAC;616;321;295
Aloândia;520050;GO;Centro-Oeste;PFIZER/BIONTECH;29;29;0
Aloândia;520050;GO;Centro-Oeste;JANSSEN;10;0;0
Alpercata;310180;MG;Sudeste;BUTANTAN/SINOVAC;1795;962;833
Alpercata;310180;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1646;1514;132
Alpercata;310180;MG;Sudeste;PFIZER/BIONTECH;343;343;0
Alpercata;310180;MG;Sudeste;JANSSEN;30;0;0
Alpestre;430050;RS;Sul;FIOCRUZ/ASTRAZENECA;2294;1853;441
Alpestre;430050;RS;Sul;BUTANTAN/SINOVAC;2015;1078;937
Alpestre;430050;RS;Sul;PFIZER/BIONTECH;440;440;0
Alpestre;430050;RS;Sul;JANSSEN;107;0;0
Alpinópolis;310190;MG;Sudeste;FIOCRUZ/ASTRAZENECA;4887;4555;332
Alpinópolis;310190;MG;Sudeste;BUTANTAN/SINOVAC;4100;2085;2015
Alpinópolis;310190;MG;Sudeste;PFIZER/BIONTECH;268;268;0
Alpinópolis;310190;MG;Sudeste;JANSSEN;52;0;0
Alta Floresta;510025;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;10661;8889;1772
Alta Floresta;510025;MT;Centro-Oeste;BUTANTAN/SINOVAC;7736;4107;3629
Alta Floresta;510025;MT;Centro-Oeste;PFIZER/BIONTECH;1979;1966;13
Alta Floresta;510025;MT;Centro-Oeste;JANSSEN;612;0;0
Alta Floresta D'Oeste;110001;RO;Norte;BUTANTAN/SINOVAC;5392;2970;2422
Alta Floresta D'Oeste;110001;RO;Norte;FIOCRUZ/ASTRAZENECA;4879;4062;817
Alta Floresta D'Oeste;110001;RO;Norte;PFIZER/BIONTECH;925;925;0
Alta Floresta D'Oeste;110001;RO;Norte;JANSSEN;135;0;0
Altair;350090;SP;Sudeste;FIOCRUZ/ASTRAZENECA;993;899;94
Altair;350090;SP;Sudeste;BUTANTAN/SINOVAC;935;513;422
Altair;350090;SP;Sudeste;PFIZER/BIONTECH;234;234;0
Altair;350090;SP;Sudeste;JANSSEN;36;0;0
Altamira;150060;PA;Norte;FIOCRUZ/ASTRAZENECA;25854;19590;6264
Altamira;150060;PA;Norte;BUTANTAN/SINOVAC;17145;9535;7610
Altamira;150060;PA;Norte;PFIZER/BIONTECH;2657;2654;3
Altamira Do Maranhão;210040;MA;Nordeste;FIOCRUZ/ASTRAZENECA;1604;1508;96
Altamira Do Maranhão;210040;MA;Nordeste;BUTANTAN/SINOVAC;1169;637;532
Altamira Do Maranhão;210040;MA;Nordeste;JANSSEN;81;0;0
Altamira Do Paraná;410045;PR;Sul;FIOCRUZ/ASTRAZENECA;1284;1201;83
Altamira Do Paraná;410045;PR;Sul;BUTANTAN/SINOVAC;619;346;273
Altamira Do Paraná;410045;PR;Sul;JANSSEN;30;0;0
Altamira Do Paraná;410045;PR;Sul;PFIZER/BIONTECH;12;12;0
Altaneira;230060;CE;Nordeste;BUTANTAN/SINOVAC;2022;958;1064
Altaneira;230060;CE;Nordeste;FIOCRUZ/ASTRAZENECA;1811;1642;169
Altaneira;230060;CE;Nordeste;PFIZER/BIONTECH;5;5;0
Alterosa;310200;MG;Sudeste;FIOCRUZ/ASTRAZENECA;5270;4841;429
Alterosa;310200;MG;Sudeste;BUTANTAN/SINOVAC;3073;1824;1249
Alterosa;310200;MG;Sudeste;PFIZER/BIONTECH;547;547;0
Alterosa;310200;MG;Sudeste;JANSSEN;264;0;0
Altinho;260080;PE;Nordeste;FIOCRUZ/ASTRAZENECA;7026;6121;905
Altinho;260080;PE;Nordeste;BUTANTAN/SINOVAC;4603;2363;2240
Altinho;260080;PE;Nordeste;PFIZER/BIONTECH;997;995;2
Altinho;260080;PE;Nordeste;JANSSEN;171;0;0
Altinópolis;350100;SP;Sudeste;FIOCRUZ/ASTRAZENECA;5314;4865;449
Altinópolis;350100;SP;Sudeste;BUTANTAN/SINOVAC;4601;2536;2065
Altinópolis;350100;SP;Sudeste;PFIZER/BIONTECH;853;853;0
Altinópolis;350100;SP;Sudeste;JANSSEN;717;0;0
Alto Alegre;140005;RR;Norte;BUTANTAN/SINOVAC;8385;4782;3603
Alto Alegre;140005;RR;Norte;FIOCRUZ/ASTRAZENECA;2985;2974;11
Alto Alegre;350110;SP;Sudeste;BUTANTAN/SINOVAC;1651;888;763
Alto Alegre;350110;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1356;1176;180
Alto Alegre;350110;SP;Sudeste;PFIZER/BIONTECH;221;221;0
Alto Alegre;350110;SP;Sudeste;JANSSEN;202;0;0
Alto Alegre;430055;RS;Sul;FIOCRUZ/ASTRAZENECA;606;425;181
Alto Alegre;430055;RS;Sul;BUTANTAN/SINOVAC;599;323;276
Alto Alegre;430055;RS;Sul;PFIZER/BIONTECH;172;172;0
Alto Alegre;430055;RS;Sul;JANSSEN;46;0;0
Alto Alegre Do Maranhão;210043;MA;Nordeste;FIOCRUZ/ASTRAZENECA;6049;5724;325
Alto Alegre Do Maranhão;210043;MA;Nordeste;BUTANTAN/SINOVAC;3316;1958;1358
Alto Alegre Do Pindaré;210047;MA;Nordeste;FIOCRUZ/ASTRAZENECA;7045;6572;473
Alto Alegre Do Pindaré;210047;MA;Nordeste;BUTANTAN/SINOVAC;6237;3617;2620
Alto Alegre Do Pindaré;210047;MA;Nordeste;JANSSEN;257;0;0
Alto Alegre Dos Parecis;110037;RO;Norte;BUTANTAN/SINOVAC;2239;1250;989
Alto Alegre Dos Parecis;110037;RO;Norte;FIOCRUZ/ASTRAZENECA;1927;1835;92
Alto Alegre Dos Parecis;110037;RO;Norte;PFIZER/BIONTECH;478;478;0
Alto Alegre Dos Parecis;110037;RO;Norte;JANSSEN;237;0;0
Alto Araguaia;510030;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;4327;4040;287
Alto Araguaia;510030;MT;Centro-Oeste;BUTANTAN/SINOVAC;3309;1824;1485
Alto Araguaia;510030;MT;Centro-Oeste;PFIZER/BIONTECH;188;188;0
Alto Bela Vista;420075;SC;Sul;BUTANTAN/SINOVAC;712;381;331
Alto Bela Vista;420075;SC;Sul;FIOCRUZ/ASTRAZENECA;702;607;95
Alto Bela Vista;420075;SC;Sul;PFIZER/BIONTECH;111;111;0
Alto Bela Vista;420075;SC;Sul;JANSSEN;23;0;0
Alto Boa Vista;510035;MT;Centro-Oeste;BUTANTAN/SINOVAC;1983;1058;925
Alto Boa Vista;510035;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1017;935;82
Alto Boa Vista;510035;MT;Centro-Oeste;JANSSEN;230;0;0
Alto Boa Vista;510035;MT;Centro-Oeste;PFIZER/BIONTECH;111;111;0
Alto Caparaó;310205;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1229;1110;119
Alto Caparaó;310205;MG;Sudeste;BUTANTAN/SINOVAC;1186;637;549
Alto Caparaó;310205;MG;Sudeste;PFIZER/BIONTECH;296;296;0
Alto Caparaó;310205;MG;Sudeste;JANSSEN;76;0;0
Alto Do Rodrigues;240070;RN;Nordeste;FIOCRUZ/ASTRAZENECA;3564;3331;233
Alto Do Rodrigues;240070;RN;Nordeste;BUTANTAN/SINOVAC;2167;1158;1009
Alto Do Rodrigues;240070;RN;Nordeste;PFIZER/BIONTECH;850;850;0
Alto Do Rodrigues;240070;RN;Nordeste;JANSSEN;202;0;0
Alto Feliz;430057;RS;Sul;FIOCRUZ/ASTRAZENECA;1629;1331;298
Alto Feliz;430057;RS;Sul;BUTANTAN/SINOVAC;1473;744;729
Alto Feliz;430057;RS;Sul;PFIZER/BIONTECH;202;202;0
Alto Feliz;430057;RS;Sul;JANSSEN;23;0;0
Alto Garças;510040;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;2603;2455;148
Alto Garças;510040;MT;Centro-Oeste;BUTANTAN/SINOVAC;2199;1143;1056
Alto Garças;510040;MT;Centro-Oeste;PFIZER/BIONTECH;433;433;0
Alto Garças;510040;MT;Centro-Oeste;JANSSEN;189;0;0
Alto Horizonte;520055;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1810;1479;331
Alto Horizonte;520055;GO;Centro-Oeste;BUTANTAN/SINOVAC;1145;645;500
Alto Horizonte;520055;GO;Centro-Oeste;PFIZER/BIONTECH;250;250;0
Alto Jequitibá;315350;MG;Sudeste;FIOCRUZ/ASTRAZENECA;2121;1912;209
Alto Jequitibá;315350;MG;Sudeste;BUTANTAN/SINOVAC;1948;1045;903
Alto Jequitibá;315350;MG;Sudeste;PFIZER/BIONTECH;446;446;0
Alto Longá;220030;PI;Nordeste;FIOCRUZ/ASTRAZENECA;3353;2837;516
Alto Longá;220030;PI;Nordeste;BUTANTAN/SINOVAC;2733;1440;1293
Alto Longá;220030;PI;Nordeste;PFIZER/BIONTECH;456;456;0
Alto Longá;220030;PI;Nordeste;JANSSEN;71;0;0
Alto Paraguai;510050;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1838;1518;320
Alto Paraguai;510050;MT;Centro-Oeste;BUTANTAN/SINOVAC;1624;870;754
Alto Paraguai;510050;MT;Centro-Oeste;PFIZER/BIONTECH;135;135;0
Alto Paraguai;510050;MT;Centro-Oeste;JANSSEN;81;0;0
Alto Paraíso;110040;RO;Norte;BUTANTAN/SINOVAC;3212;1809;1403
Alto Paraíso;110040;RO;Norte;FIOCRUZ/ASTRAZENECA;2909;2822;87
Alto Paraíso;110040;RO;Norte;PFIZER/BIONTECH;831;831;0
Alto Paraíso;110040;RO;Norte;JANSSEN;370;0;0
Alto Paraíso;412862;PR;Sul;FIOCRUZ/ASTRAZENECA;1297;1217;80
Alto Paraíso;412862;PR;Sul;BUTANTAN/SINOVAC;678;399;279
Alto Paraíso;412862;PR;Sul;JANSSEN;35;0;0
Alto Paraíso;412862;PR;Sul;PFIZER/BIONTECH;29;29;0
Alto Paraíso De Goiás;520060;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;2370;2014;356
Alto Paraíso De Goiás;520060;GO;Centro-Oeste;BUTANTAN/SINOVAC;1491;795;696
Alto Paraíso De Goiás;520060;GO;Centro-Oeste;PFIZER/BIONTECH;232;232;0
Alto Paraná;410060;PR;Sul;FIOCRUZ/ASTRAZENECA;4148;3853;295
Alto Paraná;410060;PR;Sul;BUTANTAN/SINOVAC;2821;1466;1355
Alto Paraná;410060;PR;Sul;PFIZER/BIONTECH;686;686;0
Alto Paraná;410060;PR;Sul;JANSSEN;198;0;0
Alto Parnaíba;210050;MA;Nordeste;FIOCRUZ/ASTRAZENECA;2279;1943;336
Alto Parnaíba;210050;MA;Nordeste;BUTANTAN/SINOVAC;1548;911;637
Alto Piquiri;410070;PR;Sul;FIOCRUZ/ASTRAZENECA;2676;2435;241
Alto Piquiri;410070;PR;Sul;BUTANTAN/SINOVAC;2294;1200;1094
Alto Piquiri;410070;PR;Sul;PFIZER/BIONTECH;616;616;0
Alto Piquiri;410070;PR;Sul;JANSSEN;146;0;0
Alto Rio Doce;310210;MG;Sudeste;FIOCRUZ/ASTRAZENECA;4318;3309;1009
Alto Rio Doce;310210;MG;Sudeste;BUTANTAN/SINOVAC;2921;1490;1431
Alto Rio Doce;310210;MG;Sudeste;PFIZER/BIONTECH;140;140;0
Alto Rio Novo;320035;ES;Sudeste;FIOCRUZ/ASTRAZENECA;2106;1894;212
Alto Rio Novo;320035;ES;Sudeste;BUTANTAN/SINOVAC;2075;1069;1006
Alto Rio Novo;320035;ES;Sudeste;PFIZER/BIONTECH;564;564;0
Alto Rio Novo;320035;ES;Sudeste;JANSSEN;277;0;0
Alto Santo;230070;CE;Nordeste;BUTANTAN/SINOVAC;3084;1571;1513
Alto Santo;230070;CE;Nordeste;FIOCRUZ/ASTRAZENECA;2473;2162;311
Alto Santo;230070;CE;Nordeste;PFIZER/BIONTECH;85;85;0
Alto Santo;230070;CE;Nordeste;JANSSEN;11;0;0
Alto Taquari;510060;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1880;1785;95
Alto Taquari;510060;MT;Centro-Oeste;BUTANTAN/SINOVAC;1212;648;564
Alto Taquari;510060;MT;Centro-Oeste;PFIZER/BIONTECH;358;358;0
Alto Taquari;510060;MT;Centro-Oeste;JANSSEN;115;0;0
Altônia;410050;PR;Sul;FIOCRUZ/ASTRAZENECA;6496;5930;566
Altônia;410050;PR;Sul;BUTANTAN/SINOVAC;5267;2780;2487
Altônia;410050;PR;Sul;PFIZER/BIONTECH;1609;1609;0
Altônia;410050;PR;Sul;JANSSEN;402;0;0
Altos;220040;PI;Nordeste;FIOCRUZ/ASTRAZENECA;9985;9335;650
Altos;220040;PI;Nordeste;BUTANTAN/SINOVAC;6786;3749;3037
Altos;220040;PI;Nordeste;PFIZER/BIONTECH;560;560;0
Altos;220040;PI;Nordeste;JANSSEN;205;0;0
Alumínio;350115;SP;Sudeste;FIOCRUZ/ASTRAZENECA;4585;4246;339
Alumínio;350115;SP;Sudeste;BUTANTAN/SINOVAC;3202;1727;1475
Alumínio;350115;SP;Sudeste;PFIZER/BIONTECH;930;930;0
Alumínio;350115;SP;Sudeste;JANSSEN;733;0;0
Alvarães;130002;AM;Norte;FIOCRUZ/ASTRAZENECA;3424;2819;605
Alvarães;130002;AM;Norte;BUTANTAN/SINOVAC;3071;1570;1501
Alvarenga;310220;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1553;1453;100
Alvarenga;310220;MG;Sudeste;BUTANTAN/SINOVAC;1126;585;541
Alvarenga;310220;MG;Sudeste;PFIZER/BIONTECH;132;132;0
Alvarenga;310220;MG;Sudeste;JANSSEN;18;0;0
Álvares Florence;350120;SP;Sudeste;BUTANTAN/SINOVAC;1520;856;664
Álvares Florence;350120;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1301;1154;147
Álvares Florence;350120;SP;Sudeste;PFIZER/BIONTECH;227;227;0
Álvares Florence;350120;SP;Sudeste;JANSSEN;119;0;0
Álvares Machado;350130;SP;Sudeste;FIOCRUZ/ASTRAZENECA;6975;6468;507
Álvares Machado;350130;SP;Sudeste;BUTANTAN/SINOVAC;6539;3643;2896
Álvares Machado;350130;SP;Sudeste;PFIZER/BIONTECH;1134;1134;0
Álvares Machado;350130;SP;Sudeste;JANSSEN;1061;0;0
Álvaro De Carvalho;350140;SP;Sudeste;BUTANTAN/SINOVAC;1758;937;821
Álvaro De Carvalho;350140;SP;Sudeste;FIOCRUZ/ASTRAZENECA;967;895;72
Álvaro De Carvalho;350140;SP;Sudeste;PFIZER/BIONTECH;256;256;0
Álvaro De Carvalho;350140;SP;Sudeste;JANSSEN;106;0;0
Alvinlândia;350150;SP;Sudeste;BUTANTAN/SINOVAC;880;484;396
Alvinlândia;350150;SP;Sudeste;FIOCRUZ/ASTRAZENECA;878;790;88
Alvinlândia;350150;SP;Sudeste;PFIZER/BIONTECH;183;183;0
Alvinlândia;350150;SP;Sudeste;JANSSEN;71;0;0
Alvinópolis;310230;MG;Sudeste;BUTANTAN/SINOVAC;4012;2085;1927
Alvinópolis;310230;MG;Sudeste;FIOCRUZ/ASTRAZENECA;3882;3466;416
Alvinópolis;310230;MG;Sudeste;PFIZER/BIONTECH;464;464;0
Alvinópolis;310230;MG;Sudeste;JANSSEN;178;0;0
Alvorada;170070;TO;Norte;BUTANTAN/SINOVAC;1975;1218;757
Alvorada;170070;TO;Norte;FIOCRUZ/ASTRAZENECA;1876;1738;138
Alvorada;430060;RS;Sul;FIOCRUZ/ASTRAZENECA;56403;49928;6475
Alvorada;430060;RS;Sul;BUTANTAN/SINOVAC;39203;20299;18904
Alvorada;430060;RS;Sul;PFIZER/BIONTECH;14207;13081;1126
Alvorada;430060;RS;Sul;JANSSEN;3978;0;0
Alvorada D'Oeste;110034;RO;Norte;BUTANTAN/SINOVAC;3037;1629;1408
Alvorada D'Oeste;110034;RO;Norte;FIOCRUZ/ASTRAZENECA;2772;2667;105
Alvorada D'Oeste;110034;RO;Norte;PFIZER/BIONTECH;786;762;24
Alvorada D'Oeste;110034;RO;Norte;JANSSEN;278;0;0
Alvorada De Minas;310240;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1041;936;105
Alvorada De Minas;310240;MG;Sudeste;BUTANTAN/SINOVAC;827;470;357
Alvorada De Minas;310240;MG;Sudeste;PFIZER/BIONTECH;114;114;0
Alvorada De Minas;310240;MG;Sudeste;JANSSEN;36;0;0
Alvorada Do Gurguéia;220045;PI;Nordeste;FIOCRUZ/ASTRAZENECA;1390;1305;85
Alvorada Do Gurguéia;220045;PI;Nordeste;BUTANTAN/SINOVAC;1111;632;479
Alvorada Do Gurguéia;220045;PI;Nordeste;PFIZER/BIONTECH;203;203;0
Alvorada Do Gurguéia;220045;PI;Nordeste;JANSSEN;51;0;0
Alvorada Do Norte;520080;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;3071;2495;576
Alvorada Do Norte;520080;GO;Centro-Oeste;BUTANTAN/SINOVAC;1124;731;393
Alvorada Do Norte;520080;GO;Centro-Oeste;JANSSEN;262;0;0
Alvorada Do Sul;410080;PR;Sul;FIOCRUZ/ASTRAZENECA;2949;2762;187
Alvorada Do Sul;410080;PR;Sul;BUTANTAN/SINOVAC;2546;1333;1213
Alvorada Do Sul;410080;PR;Sul;PFIZER/BIONTECH;177;177;0
Alvorada Do Sul;410080;PR;Sul;JANSSEN;21;0;0
Amajari;140002;RR;Norte;BUTANTAN/SINOVAC;6321;3447;2874
Amajari;140002;RR;Norte;FIOCRUZ/ASTRAZENECA;1110;1107;3
Amambai;500060;MS;Centro-Oeste;BUTANTAN/SINOVAC;22447;12149;10298
Amambai;500060;MS;Centro-Oeste;FIOCRUZ/ASTRAZENECA;11839;10096;1743
Amambai;500060;MS;Centro-Oeste;PFIZER/BIONTECH;2125;2122;3
Amambai;500060;MS;Centro-Oeste;JANSSEN;2002;0;0
Amapá;160010;AP;Norte;FIOCRUZ/ASTRAZENECA;1855;1768;87
Amapá;160010;AP;Norte;BUTANTAN/SINOVAC;1423;749;674
Amapá;160010;AP;Norte;PFIZER/BIONTECH;303;303;0
Amapá Do Maranhão;210055;MA;Nordeste;FIOCRUZ/ASTRAZENECA;1316;1140;176
Amapá Do Maranhão;210055;MA;Nordeste;BUTANTAN/SINOVAC;1150;598;552
Amapá Do Maranhão;210055;MA;Nordeste;JANSSEN;45;0;0
Amaporã;410090;PR;Sul;FIOCRUZ/ASTRAZENECA;1735;1604;131
